text,audio
"هذا الجملة تحتوي على كلمات بالعربية, и по-русски, cũng như tiếng Việt, そして日本語で書かれています。","{'bytes': None, 'path': 'audiosamples/audio_2597.wav'}"
دعاني صديقي الياباني، هيروشي، للاستمتاع بمراسم الشاي وتذوق السوشي في مطعمٍ عربي تقليدي.,"{'bytes': None, 'path': 'audiosamples/audio_2598.wav'}"
"""السفر إلى بالي est une expérience inoubliable, menyatu dengan الطبيعة et la culture riche.""","{'bytes': None, 'path': 'audiosamples/audio_2599.wav'}"
میں आपकी मदद کरنे के लिए hazırım ve امید hai ki biz başaracağız.,"{'bytes': None, 'path': 'audiosamples/audio_2600.wav'}"
আমি এই কফি খুব পছন্দ করি، কারণ c'est très délicieux و يحتوي على نكهات مميزة kişilere neşe verir.,"{'bytes': None, 'path': 'audiosamples/audio_2601.wav'}"
"""Друзья (friends) help amigos to find السلام (peace) through understanding and любовь (love).""","{'bytes': None, 'path': 'audiosamples/audio_2602.wav'}"
"寒い日ですね、şansınız bol olsun, يوم موفق لكم, espero que tengan éxito.","{'bytes': None, 'path': 'audiosamples/audio_2603.wav'}"
"Yarın, إن شاء الله, мы будем отмечать Tết с tradisyonal Türk lezzetleri.","{'bytes': None, 'path': 'audiosamples/audio_2604.wav'}"
"В Каире (Cairo), я встретил человека, который говорил по-английски и писал стихи на العربية.","{'bytes': None, 'path': 'audiosamples/audio_2605.wav'}"
"मैं एक समझदार इंसान हूँ, Ich lerne gerne neue Sprachen, وأنا أقدّر الثقافات المختلفة.","{'bytes': None, 'path': 'audiosamples/audio_2606.wav'}"
Ahmet-san نے これからアラビア語のمضمونを書き始めると決意しました。,"{'bytes': None, 'path': 'audiosamples/audio_2607.wav'}"
إن استخدام الإنترنت لتحميل software مجاني يمكن أن يكون مفيدًا، ولكن يجب أن نكون حذرين من المخاطر المتعلقة بالأمان والخصوصية.,"{'bytes': None, 'path': 'audiosamples/audio_2608.wav'}"
"In München, أحب السفر إلى المدن الجميلة, surtout quand il fait beau, and I enjoy the blend of cultures.","{'bytes': None, 'path': 'audiosamples/audio_2609.wav'}"
"В Сан-Паулу (São Paulo), я видел надпись ""السلام على الجميع"" и người phụ nữ nói ""paz a todos"".","{'bytes': None, 'path': 'audiosamples/audio_2610.wav'}"
"তোমার সৌন্দর্য সত্যিই حَيْرَة, và tôi không thể ngừng ngắm nhìn.","{'bytes': None, 'path': 'audiosamples/audio_2611.wav'}"
"أحب أن أتعلم اللغة العربية، لكن في بعض الأحيان أشعر بالحنين إلى كلمات بنغالية مثل ""ভালোবাসা"" (حب) و ""বন্ধু"" (صديق).","{'bytes': None, 'path': 'audiosamples/audio_2612.wav'}"
"Москва - город с большой историей, مدينة تتحدث عن ماضيها بكل فخر, donde la música fluye como el agua y रंगों का जादू हर किसी को मंत्रमुग्ध कर देता है।","{'bytes': None, 'path': 'audiosamples/audio_2613.wav'}"
الحياة جميلة 人生は美しいです 生活是美丽的 জীবন সুন্দর।,"{'bytes': None, 'path': 'audiosamples/audio_2614.wav'}"
مرحباً، كيف حالك؟ Espero que você esteja desfrutando do seu dia.,"{'bytes': None, 'path': 'audiosamples/audio_2615.wav'}"
"After spending a year in the bustling city of دبي (Dubai), Sarah could confidently order her favorite dish, كبسة (kabsa), using fluent Arabic and even haggle a little in the souks.","{'bytes': None, 'path': 'audiosamples/audio_2616.wav'}"
"تحدثت المعلمة في الفصل الدراسي باللغة العربية الفصحى، لكنها استخدمت الكلمة الأوردية ""دوست"" لتوضيح معنى ""صديق"".","{'bytes': None, 'path': 'audiosamples/audio_2617.wav'}"
"La niña dijo en español ""amor"", بالعربية ""حب"", e em português ""amor"", mostrando que algunas palabras son universales.","{'bytes': None, 'path': 'audiosamples/audio_2618.wav'}"
مجھے استانبول میں قدیم عربی کتابیں جو ترکی زبان میں تھیں، بہت پسند آئیں।,"{'bytes': None, 'path': 'audiosamples/audio_2619.wav'}"
"मेरा नाम أحمد है, y me gusta 学习新语言।","{'bytes': None, 'path': 'audiosamples/audio_2620.wav'}"
كنت في المكتبة أبحث عن كتاب عن الفلامنكو، وتلك الغيتارة التي رأيتها جعلتني أشعر بالنوستالجيا نحو إسبانيا.,"{'bytes': None, 'path': 'audiosamples/audio_2621.wav'}"
Mình yêu hòa bình 和平، والتفاهم بين شعوب العالم.,"{'bytes': None, 'path': 'audiosamples/audio_2622.wav'}"
الحياة جميلة ketika kita berbagi আনন্দ dengan semua orang.,"{'bytes': None, 'path': 'audiosamples/audio_2623.wav'}"
سافرت إلى جاكرتا لتعلم اللغة الإندونيسية وimproved my English on the way.,"{'bytes': None, 'path': 'audiosamples/audio_2624.wav'}"
"Das Wetter ist heute sehr schön, وأنا أتطلع لتناول عشاء لذيذ مع amigos.","{'bytes': None, 'path': 'audiosamples/audio_2625.wav'}"
"الغابة الخضراء في ألمانيا جميلة, und wenn Sie Glück haben, könnten Sie einen cá mập sehen, mientras disfrutas de un delicioso café.","{'bytes': None, 'path': 'audiosamples/audio_2626.wav'}"
أنا люблю читать Bücher und to improve my Sprachkenntnisse каждый день.,"{'bytes': None, 'path': 'audiosamples/audio_2627.wav'}"
"ندیم، un chercheur passionné, قرر أن يكتب مقالة عن l'architecture مغاربية et son تأثير على l'urbanisme moderne.","{'bytes': None, 'path': 'audiosamples/audio_2628.wav'}"
الحديقة está llena de цветы et de la joie de vivre.,"{'bytes': None, 'path': 'audiosamples/audio_2629.wav'}"
"La 🌎 es bella y رائعة, with un ciel bleu et des gens de toutes cultures.","{'bytes': None, 'path': 'audiosamples/audio_2630.wav'}"
سافر محمد إلى جاكرتا لتعلم البهاسا الإندونيسية واكتشاف الثقافة الغنية.,"{'bytes': None, 'path': 'audiosamples/audio_2631.wav'}"
"В Ханое я встретил человека, который говорил по-русски, وتحدثنا عن الأدب والثقافة, trong một quán cà phê rất yên tĩnh.","{'bytes': None, 'path': 'audiosamples/audio_2632.wav'}"
"L'amitié transcende les frontières, दोस्ती सीमाओं को पार करती है, الصداقة تتجاوز الحدود, دوستی حدوں کو عبور کرتی ہے.","{'bytes': None, 'path': 'audiosamples/audio_2633.wav'}"
سافرت إلى جاكرتا لتعلم اللغة الإندونيسية وimproved my English on the way.,"{'bytes': None, 'path': 'audiosamples/audio_2634.wav'}"
تعلمتُ الغيتار في مدريد لأعزف الموسيقى الأندلسية مع أصدقائي.,"{'bytes': None, 'path': 'audiosamples/audio_2635.wav'}"
انا أحب القهوة التركية لأنها تجلب لي السعادة والانسجام مع ألحان موسيقى العود.,"{'bytes': None, 'path': 'audiosamples/audio_2636.wav'}"
"Aku cinta kamu (Indonesian), te echo de menos (Spanish), أشتاق لك (Standard Arabic), 我想你 (Mandarin Chinese).","{'bytes': None, 'path': 'audiosamples/audio_2637.wav'}"
"আমি (Bengali for ""I"") أحب (Arabic for ""love"") 学习 (Mandarin for ""to learn"") 新的语言 (Mandarin for ""new languages"").","{'bytes': None, 'path': 'audiosamples/audio_2638.wav'}"
Мой друг из Индонезии учится читать العربية und er liebt die deutsche Kultur.,"{'bytes': None, 'path': 'audiosamples/audio_2639.wav'}"
"Le chat (French for ""the cat"") बगीचे में सो रहा है (Hindi for ""is sleeping in the garden"") والقمر (Arabic for ""and the moon"") shines bright tonight.","{'bytes': None, 'path': 'audiosamples/audio_2640.wav'}"
"Ketika di sekolah, saya belajar bahasa Arab dan kata-kata seperti ""salaam"" yang berarti perdamaian serta ""ma'arifah"" yang berarti pengetahuan sangat menarik bagi saya.","{'bytes': None, 'path': 'audiosamples/audio_2641.wav'}"
"میں love فن der Kunst, which جمع الثقافات verschiedener Länder in harmonischer اتحاد.","{'bytes': None, 'path': 'audiosamples/audio_2642.wav'}"
میں आपकी मदद کरنे के लिए hazırım ve امید hai ki biz başaracağız.,"{'bytes': None, 'path': 'audiosamples/audio_2643.wav'}"
यह जरूरी है que nous travaillons ensemble لتحقيق السلام العالمي.,"{'bytes': None, 'path': 'audiosamples/audio_2644.wav'}"
"Le professeur أحمد said, ""To learn a new language, il faut pratiquer chaque jour.""","{'bytes': None, 'path': 'audiosamples/audio_2645.wav'}"
"Моя мечта - это путешествовать по миру, واكتشاف ثقافات جديدة, এবং বিভিন্ন ভাষা শিখতে, cũng như thưởng thức ẩm thực độc đáo.","{'bytes': None, 'path': 'audiosamples/audio_2646.wav'}"
今天天气很好，وأنا أريد أن أذهب للنزهة في الحديقة، آج موسم بہار کا خوبصورت دن ہے۔,"{'bytes': None, 'path': 'audiosamples/audio_2647.wav'}"
"میرا نام إبراهيم adalah, y me gusta aprender lenguas nuevas cada día.","{'bytes': None, 'path': 'audiosamples/audio_2648.wav'}"
"这个句子中，我们可以说“Merhaba,” যা মানে হল ""হ্যালো,"" ويعبر عن الترحيب بكل لغة.","{'bytes': None, 'path': 'audiosamples/audio_2649.wav'}"
यह जरूरी है que nous travaillons ensemble لتحقيق السلام العالمي.,"{'bytes': None, 'path': 'audiosamples/audio_2650.wav'}"
"أنا أحب قراءة كتب Goethe, e a sua influência na literatura é global.","{'bytes': None, 'path': 'audiosamples/audio_2651.wav'}"
"""السفر إلى بالي est une expérience inoubliable, menyatu dengan الطبيعة et la culture riche.""","{'bytes': None, 'path': 'audiosamples/audio_2652.wav'}"
"Le professeur أحمد said, ""To learn a new language, il faut pratiquer chaque jour.""","{'bytes': None, 'path': 'audiosamples/audio_2653.wav'}"
الحديقة está llena de цветы et de la joie de vivre.,"{'bytes': None, 'path': 'audiosamples/audio_2654.wav'}"
"Das schöne Morgenlicht بينما kita menikmati secangkir kopi, ist einfach wunderbar.","{'bytes': None, 'path': 'audiosamples/audio_2655.wav'}"
この公園はとても美しく、その美しさはアラビア語で「جمال」（ジャマール）と表現されることもあります。,"{'bytes': None, 'path': 'audiosamples/audio_2656.wav'}"
السفر إلى برلين مع Freunde é uma experiência única que enrichit l'esprit et crée des souvenirs inoubliables.,"{'bytes': None, 'path': 'audiosamples/audio_2657.wav'}"
この公園はとても美しく、その美しさはアラビア語で「جمال」（ジャマール）と表現されることもあります。,"{'bytes': None, 'path': 'audiosamples/audio_2658.wav'}"
Amor (爱) 愛は世界をつなぐ力であり、الحب قادر على تجاوز الحدود واللغات.,"{'bytes': None, 'path': 'audiosamples/audio_2659.wav'}"
الحياة رحلة طويلة نستكشف فيها أسرار الوجود ونسعى لتحقيق السلام الداخلي.,"{'bytes': None, 'path': 'audiosamples/audio_2660.wav'}"
"Le chat (French for ""the cat"") बगीचे में सो रहा है (Hindi for ""is sleeping in the garden"") والقمر (Arabic for ""and the moon"") shines bright tonight.","{'bytes': None, 'path': 'audiosamples/audio_2661.wav'}"
"Every morning, Khalid says ""صباح الخير"" to his neighbors, sharing a warm greeting that brightens their day as they head to the مسجد to reflect and pray.","{'bytes': None, 'path': 'audiosamples/audio_2662.wav'}"
"寒い日ですね、şansınız bol olsun, يوم موفق لكم, espero que tengan éxito.","{'bytes': None, 'path': 'audiosamples/audio_2663.wav'}"
"الغابة الخضراء في ألمانيا جميلة, und wenn Sie Glück haben, könnten Sie einen cá mập sehen, mientras disfrutas de un delicioso café.","{'bytes': None, 'path': 'audiosamples/audio_2664.wav'}"
